GenericId,NameType,Flavor,NumericId,NameId,DupSort,AliasFlag,Flags,Deprecation,Remarks,Comment
8611,2,Autodesk,0,"Bursa Wolfe Scale",0,0,0,0,,
8611,2,CsMap,157,"Bursa Wolfe Scale",0,0,0,0,,
8611,2,OCR,0,"Datum_Scale",0,0,0,0,,
8611,2,GeoTiff,0,"Datum_Sale",0,0,0,0,,
8801,2,EPSG,8801,"Latitude of natural origin",0,0,0,0,,
8801,2,ESRI,0,"Latitude_Of_Origin",0,0,0,0,,
8801,2,Oracle,0,"Latitude_Of_Origin",0,0,0,0,,
8801,2,Autodesk,0,"Origin Latitude",0,0,0,0,,
8801,2,CsMap,104,"Origin Latitude",0,0,0,0,,
8801,2,OGC,0,"latitude_of_origin",0,0,0,0,,
8801,2,OCR,0,"latitude_of_origin",0,0,0,0,,
8801,2,GeoTiff,0,"NatOriginLat",0,0,0,0,,
8801,2,GeoTools,0,"latitude_of_origin",0,0,0,0,,
8801,2,Oracle9,0,"Latitude_Of_Origin",0,0,0,0,,
8802,2,EPSG,8802,"Longitude of natural origin",0,0,0,0,,
8802,2,ESRI,0,"Central_Meridian",0,0,0,0,,
8802,2,ESRI,0,"Longitude_Of_Origin",0,0,0,0,,
8802,2,Oracle,0,"Central_Meridian",0,0,0,0,,
8802,2,Autodesk,0,"Central Meridian",0,0,0,0,,
8802,2,Autodesk,0,"Origin Longitude",0,0,0,0,,
8802,2,CsMap,1,"Central Meridian",0,0,0,0,,
8802,2,CsMap,103,"Origin Longitude",0,0,0,0,,
8802,2,OGC,0,"central_meridian",0,0,0,0,,
8802,2,OCR,0,"central_meridian",0,0,0,0,,
8802,2,GeoTiff,0,"NatOriginLong",0,0,0,0,,
8802,2,GeoTools,0,"central_meridian",0,0,0,0,,
8802,2,Oracle9,0,"Central_Meridian",0,0,0,0,,
8802,2,Legacy,0,"central_meridian",0,0,0,0,,
8805,2,EPSG,8805,"Scale factor at natural origin",0,0,0,0,,
8805,2,ESRI,0,"Scale_Factor",0,0,0,0,,
8805,2,Oracle,0,"Scale_Factor",0,0,0,0,,
8805,2,Autodesk,0,"Scale Reduction",0,0,0,0,,
8805,2,CsMap,105,"Scale Reduction",0,0,0,0,,
8805,2,OGC,0,"scale_factor",0,0,0,0,,
8805,2,OCR,0,"scale_factor",0,0,0,0,,
8805,2,GeoTiff,0,"ScaleAtNatOrigin",0,0,0,0,,
8805,2,GeoTools,0,"scale_factor",0,0,0,0,,
8805,2,Oracle9,0,"Scale_Factor",0,0,0,0,,
8805,2,Legacy,0,"scale_factor",0,0,0,0,,
8806,2,EPSG,8806,"False easting",0,0,0,0,,
8806,2,ESRI,0,"False_Easting",0,0,0,0,,
8806,2,Oracle,0,"False_Easting",0,0,0,0,,
8806,2,Autodesk,0,"False Easting",0,0,0,0,,
8806,2,CsMap,101,"False Easting",0,0,0,0,,
8806,2,OGC,0,"false_easting",0,0,0,0,,
8806,2,OCR,0,"false_easting",0,0,0,0,,
8806,2,GeoTiff,0,"FalseEasting",0,0,0,0,,
8806,2,GeoTools,0,"false_easting",0,0,0,0,,
8806,2,Oracle9,0,"False_Easting",0,0,0,0,,
8806,2,Legacy,0,"false_easting",0,0,0,0,,
8807,2,EPSG,8807,"False northing",0,0,0,0,,
8807,2,ESRI,0,"False_Northing",0,0,0,0,,
8807,2,Oracle,0,"False_Northing",0,0,0,0,,
8807,2,Autodesk,0,"False Northing",0,0,0,0,,
8807,2,CsMap,102,"False Northing",0,0,0,0,,
8807,2,OGC,0,"false_northing",0,0,0,0,,
8807,2,OCR,0,"false_northing",0,0,0,0,,
8807,2,GeoTiff,0,"FalseNorthing",0,0,0,0,,
8807,2,GeoTools,0,"false_northing",0,0,0,0,,
8807,2,Oracle9,0,"False_Northing",0,0,0,0,,
8807,2,Legacy,0,"false_northing",0,0,0,0,,
8811,2,EPSG,8811,"Latitude of projection centre",0,0,0,0,,
8811,2,ESRI,0,"Latitude_Of_Center",0,0,0,0,,
8811,2,Oracle,0,"Latitude_Of_Center",0,0,0,0,,
8811,2,Autodesk,0,"Central Point Latitude",0,0,0,0,,
8811,2,CsMap,10,"Central Point Latitude",0,0,0,0,,
8811,2,OGC,0,"latitude_of_center",0,0,0,0,,
8811,2,OCR,0,"latitude_of_center",0,0,0,0,,
8811,2,GeoTiff,0,"CenterLat",0,0,0,0,,
8812,2,EPSG,8812,"Longitude of projection centre",0,0,0,0,,
8812,2,ESRI,0,"Longitude_Of_Center",0,0,0,0,,
8812,2,Oracle,0,"Longitude_Of_Center",0,0,0,0,,
8812,2,Autodesk,0,"Central Point Longitude",0,0,0,0,,
8812,2,CsMap,9,"Central Point Longitude",0,0,0,0,,
8812,2,OGC,0,"longitude_of_center",0,0,0,0,,
8812,2,OCR,0,"longitude_of_center",0,0,0,0,,
8812,2,GeoTiff,0,"CenterLong",0,0,0,0,,
8813,2,EPSG,8813,"Azimuth of initial line",0,0,0,0,,
8813,2,ESRI,0,"Azimuth",0,0,0,0,,
8813,2,Oracle,0,"Azimuth",0,0,0,0,,
8813,2,Autodesk,0,"Geodesic Azimuth at Projection Center",0,0,0,0,,
8813,2,CsMap,11,"Geodesic Azimuth at Projection Center",0,0,0,0,,
8813,2,OGC,0,"azimuth",0,0,0,0,,
8813,2,OCR,0,"azimuth",0,0,0,0,,
8813,2,GeoTiff,0,"AzimuthAngle",0,0,0,0,,
8813,2,Oracle9,0,"Azimuth",0,0,0,0,,
8814,2,EPSG,8814,"Angle from Rectified to Skew Grid",0,0,0,0,,
8814,2,ESRI,0,"XY_Plane_Rotation",0,0,0,0,,
8814,2,Autodesk,0,"Skew Azimuth at Rectified Origin",0,0,0,0,,
8814,2,CsMap,43,"Skew Azimuth at Rectified Origin",0,0,0,0,,
8814,2,OGC,0,"rectified_grid_angle",0,0,0,0,,
8814,2,OCR,0,"rectified_grid_angle",0,0,0,0,,
8814,2,GeoTiff,0,"RectifiedGridAngle",0,0,0,0,,
8815,2,EPSG,8815,"Scale factor on initial line",0,0,0,0,,
8815,2,GeoTiff,0,"ScaleAtCenter",0,0,0,0,,
8816,2,EPSG,8816,"Easting at projection center",0,0,0,0,,
8817,2,EPSG,8817,"Northing at projection center",0,0,0,0,,
8818,2,EPSG,8818,"Latitude of pseudo standard parallel",0,0,0,0,,
8818,2,ESRI,0,"Pseudo_Standard_Parallel_1",0,0,0,0,,
8818,2,Oracle,0,"Pseudo_Standard_Parallel_1",0,0,0,0,,
8818,2,Autodesk,0,"Oblique Cone Standard Parallel",0,0,0,0,,
8818,2,CsMap,33,"Oblique Cone Standard Parallel",0,0,0,0,,
8818,2,OGC,0,"pseudo_standard_parallel_1",0,0,0,0,,
8818,2,OCR,0,"pseudo_standard_parallel_1",0,0,0,0,,
8819,2,EPSG,8819,"Scale factor on pseudo standard parallel",0,0,0,0,,
8821,2,EPSG,8821,"Latitude of false origin",0,0,0,0,,
8821,2,GeoTiff,0,"FalseOriginLat",0,0,0,0,,
8822,2,EPSG,8822,"Longitude of false origin",0,0,0,0,,
8822,2,GeoTiff,0,"FalseOriginLong",0,0,0,0,,
8823,2,EPSG,8823,"Latitude of 1st standard parallel",0,0,0,0,,
8823,2,ESRI,0,"Standard_Parallel_1",0,0,0,0,,
8823,2,Oracle,0,"Standard_Parallel_1",0,0,0,0,,
8823,2,Autodesk,0,"Northern Standard Parallel",0,0,0,0,,
8823,2,CsMap,2,"Northern Standard Parallel",0,0,0,0,,
8823,2,OGC,0,"standard_parallel_1",0,0,0,0,,
8823,2,OCR,0,"standard_parallel_1",0,0,0,0,,
8823,2,GeoTiff,0,"StdParallel1",0,0,0,0,,
8823,2,GeoTools,0,"standard_parallel1",0,0,0,0,,
8823,2,Oracle9,0,"Standard_Parallel_1",0,0,0,0,,
8824,2,EPSG,8824,"Latitude of 2nd standard parallel",0,0,0,0,,
8824,2,ESRI,0,"Standard_Parallel_2",0,0,0,0,,
8824,2,Oracle,0,"Standard_Parallel_2",0,0,0,0,,
8824,2,Autodesk,0,"Southern Standard Parallel",0,0,0,0,,
8824,2,CsMap,3,"Southern Standard Parallel",0,0,0,0,,
8824,2,OGC,0,"standard_parallel_2",0,0,0,0,,
8824,2,OCR,0,"standard_parallel_2",0,0,0,0,,
8824,2,GeoTiff,0,"StdParallel2",0,0,0,0,,
8824,2,GeoTools,0,"standard_parallel2",0,0,0,0,,
8824,2,Oracle9,0,"Standard_Parallel_2",0,0,0,0,,
8826,2,EPSG,8826,"Easting of false origin",0,0,0,0,,
8826,2,GeoTiff,0,"FalseOriginEasting",0,0,0,0,,
8827,2,EPSG,8827,"Northing of false origin",0,0,0,0,,
8827,2,GeoTiff,0,"FalseOriginNorthing",0,0,0,0,,
8828,2,EPSG,8828,"Spherical latitude of origin",0,0,0,0,,
8829,2,EPSG,8829,"Spherical longitude of origin",0,0,0,0,,
8830,2,EPSG,8830,"Initial longitude",0,0,0,0,,
8831,2,EPSG,8831,"Zone width",0,0,0,0,,
8832,2,EPSG,8832,"Latitude of Standard Parallel",0,0,0,0,,
8832,2,ESRI,0,"Standard_Parallel_1",2,0,0,0,,
8832,2,Oracle,0,"Standard_Parallel_1",1,0,0,0,,
8832,2,Autodesk,0,"Standard Circle Latitude",0,0,0,0,,
8832,2,CsMap,34,"Standard Circle Latitude",0,0,0,0,,
8832,2,OGC,0,"standard_parallel_1",2,0,0,0,,
8832,2,OCR,0,"standard_parallel_1",2,0,0,0,,
8832,2,GeoTools,0,"latitude_true_scale",0,0,0,0,,
8833,2,EPSG,8833,"Longitude of origin",0,0,0,0,,
800000004,2,ESRI,0,"Standard_Parallel_1",1,0,0,0,,
800000004,2,Autodesk,0,"Standard Parallel",0,0,0,0,,
800000004,2,CsMap,4,"Standard Parallel",0,0,0,0,,
800000004,2,OGC,0,"standard_parallel_1",1,0,0,0,,
800000004,2,OCR,0,"standard_parallel_1",1,0,0,0,,
800000005,2,ESRI,0,"Longitude_Of_1st_Point",0,0,0,0,,
800000005,2,Autodesk,0,"First Point Longitude",0,0,0,0,,
800000005,2,CsMap,5,"First Point Longitude",0,0,0,0,,
800000005,2,OGC,0,"longitude_of_point_1",0,0,0,0,,
800000005,2,OCR,0,"longitude_of_point_1",0,0,0,0,,
800000005,2,GeoTools,0,"Longitude_Of_1st_Point",0,0,0,0,,
800000006,2,ESRI,0,"Latitude_Of_1st_Point",0,0,0,0,,
800000006,2,Autodesk,0,"First Point Latitude",0,0,0,0,,
800000006,2,CsMap,6,"First Point Latitude",0,0,0,0,,
800000006,2,OGC,0,"latitude_of_point_1",0,0,0,0,,
800000006,2,OCR,0,"latitude_of_point_1",0,0,0,0,,
800000006,2,GeoTools,0,"Latitude_Of_1st_Point",0,0,0,0,,
800000007,2,ESRI,0,"Longitude_Of_2nd_Point",0,0,0,0,,
800000007,2,Autodesk,0,"Second Point Longitude",0,0,0,0,,
800000007,2,CsMap,7,"Second Point Longitude",0,0,0,0,,
800000007,2,OGC,0,"longitude_of_point_2",0,0,0,0,,
800000007,2,OCR,0,"longitude_of_point_2",0,0,0,0,,
800000007,2,GeoTools,0,"Longitude_Of_2nd_Point",0,0,0,0,,
800000008,2,ESRI,0,"Latitude_Of_2nd_Point",0,0,0,0,,
800000008,2,Autodesk,0,"Second Point Latitude",0,0,0,0,,
800000008,2,CsMap,8,"Second Point Latitude",0,0,0,0,,
800000008,2,OGC,0,"latitude_of_point_2",0,0,0,0,,
800000008,2,OCR,0,"latitude_of_point_2",0,0,0,0,,
800000008,2,GeoTools,0,"Latitude_Of_2nd_Point",0,0,0,0,,
800000012,2,Autodesk,0,"Y Axis Azimuth",0,0,0,0,,
800000012,2,CsMap,12,"Y Axis Azimuth",0,0,0,0,,
800000013,2,Autodesk,0,"Eastern Standard Meridian",0,0,0,0,,
800000013,2,CsMap,13,"Eastern Standard Meridian",0,0,0,0,,
800000014,2,Autodesk,0,"Northern Parallel",0,0,0,0,,
800000014,2,CsMap,14,"Northern Parallel",0,0,0,0,,
800000015,2,Autodesk,0,"Southern Parallel",0,0,0,0,,
800000015,2,CsMap,15,"Southern Parallel",0,0,0,0,,
800000016,2,Autodesk,0,"First Pole Longitude",0,0,0,0,,
800000016,2,CsMap,16,"First Pole Longitude",0,0,0,0,,
800000017,2,Autodesk,0,"First Pole Latitude",0,0,0,0,,
800000017,2,CsMap,17,"First Pole Latitude",0,0,0,0,,
800000018,2,Autodesk,0,"Second Pole Longitude",0,0,0,0,,
800000018,2,CsMap,18,"Second Pole Longitude",0,0,0,0,,
800000019,2,Autodesk,0,"Second Pole Latitude",0,0,0,0,,
800000019,2,CsMap,19,"Second Pole Latitude",0,0,0,0,,
800000020,2,Autodesk,0,"Distance Between Poles",0,0,0,0,,
800000020,2,CsMap,20,"Distance Between Poles",0,0,0,0,,
800000021,2,Autodesk,0,"Distance to First Standard Parallel",0,0,0,0,,
800000021,2,CsMap,21,"Distance to First Standard Parallel",0,0,0,0,,
800000022,2,Autodesk,0,"Distance to Second Standard Parallel",0,0,0,0,,
800000022,2,CsMap,22,"Distance to Second Standard Parallel",0,0,0,0,,
800000023,2,Autodesk,0,"Complex Series Coefficient A%d",0,0,0,0,,
800000023,2,CsMap,23,"Complex Series Coefficient A%d",0,0,0,0,,
800000024,2,Autodesk,0,"Complex Series Coefficient B%d",0,0,0,0,,
800000024,2,CsMap,24,"Complex Series Coefficient B%d",0,0,0,0,,
800000025,2,Autodesk,0,"Western End of Longitude Range",0,0,0,0,,
800000025,2,CsMap,25,"Western End of Longitude Range",0,0,0,0,,
800000026,2,Autodesk,0,"Eastern End of Longitude Range",0,0,0,0,,
800000026,2,CsMap,26,"Eastern End of Longitude Range",0,0,0,0,,
800000027,2,Autodesk,0,"UTM Zone Number (1 - 60)",0,0,0,0,,
800000027,2,CsMap,27,"UTM Zone Number (1 - 60)",0,0,0,0,,
800000027,2,Legacy,0,"zone",0,0,0,0,,
800000028,2,Autodesk,0,"Hemisphere, North or South",0,0,0,0,,
800000028,2,CsMap,28,"Hemisphere, North or South",0,0,0,0,,
800000029,2,Autodesk,0,"Average Geoid Height (meters)",0,0,0,0,,
800000029,2,CsMap,29,"Average Geoid Height (meters)",0,0,0,0,,
800000030,2,Autodesk,0,"Average Elevation (system unit)",0,0,0,0,,
800000030,2,CsMap,30,"Average Elevation (system unit)",0,0,0,0,,
800000031,2,Autodesk,0,"Oblique Pole Longitude",0,0,0,0,,
800000031,2,CsMap,31,"Oblique Pole Longitude",0,0,0,0,,
800000032,2,Autodesk,0,"Oblique Pole Latitude",0,0,0,0,,
800000032,2,CsMap,32,"Oblique Pole Latitude",0,0,0,0,,
800000035,2,Autodesk,0,"Affine Transformation A0 Coefficient",0,0,0,0,,
800000035,2,CsMap,35,"Affine Transformation A0 Coefficient",0,0,0,0,,
800000036,2,Autodesk,0,"Affine Transformation B0 Coefficient",0,0,0,0,,
800000036,2,CsMap,36,"Affine Transformation B0 Coefficient",0,0,0,0,,
800000037,2,Autodesk,0,"Affine Transformation A1 Coefficient",0,0,0,0,,
800000037,2,CsMap,37,"Affine Transformation A1 Coefficient",0,0,0,0,,
800000038,2,Autodesk,0,"Affine Transformation A2 Coefficient",0,0,0,0,,
800000038,2,CsMap,38,"Affine Transformation A2 Coefficient",0,0,0,0,,
800000039,2,Autodesk,0,"Affine Transformation B1 Coefficient",0,0,0,0,,
800000039,2,CsMap,39,"Affine Transformation B1 Coefficient",0,0,0,0,,
800000040,2,Autodesk,0,"Affine Transformation B2 Coefficient",0,0,0,0,,
800000040,2,CsMap,40,"Affine Transformation B2 Coefficient",0,0,0,0,,
800000041,2,Autodesk,0,"Normal Parallel",0,0,0,0,,
800000041,2,CsMap,41,"Normal Parallel",0,0,0,0,,
800000042,2,Autodesk,0,"Danish 34/45 Region (1=J, 2=S, 3=B)",0,0,0,0,,
800000042,2,CsMap,42,"Danish 34/45 Region (1=J, 2=S, 3=B)",0,0,0,0,,
800000042,2,OCR,0,"Region",0,0,0,0,,
800000044,2,Autodesk,0,"X Coordinate of Scale/Rotate Origin",0,0,0,0,,
800000044,2,CsMap,44,"X Coordinate of Scale/Rotate Origin",0,0,0,0,,
800000045,2,Autodesk,0,"Y Coordinate of Scale/Rotate Origin",0,0,0,0,,
800000045,2,CsMap,45,"Y Coordinate of Scale/Rotate Origin",0,0,0,0,,
800000046,2,Autodesk,0,"Cartesian Scale Factor",0,0,0,0,,
800000046,2,CsMap,46,"Cartesian Scale Factor",0,0,0,0,,
800000047,2,Autodesk,0,"Cartesian Rotation Angle",0,0,0,0,,
800000047,2,CsMap,47,"Cartesian Rotation Angle",0,0,0,0,,
800000499,2,ESRI,0,"Central_Parallel",0,0,0,0,,
800000499,2,ESRI,0,"Height",0,0,0,0,,
800000499,2,ESRI,0,"Option",0,0,0,0,,
800000499,2,ESRI,0,"Pseudo_Standard_Parallel_2",0,0,0,0,,
800000499,2,ESRI,0,"X_Scale",0,0,0,0,,
800000499,2,ESRI,0,"Y_Scale",0,0,0,0,,
800000499,2,GeoTools,0,"semi_major",0,0,0,0,,
800000499,2,GeoTools,0,"semi_minor",0,0,0,0,,
1024,3,EPSG,1024,"Popular Visualisation Pseudo Mercator",0,0,0,0,,
1024,3,ESRI,1024,"Mercator_Auxiliary_Sphere",0,0,0,0,,
1024,3,Oracle,1024,"Popular Visualisation Pseudo-Mercator",0,0,0,0,,
1024,3,Autodesk,0,"Popular Visualisation Pseudo Mercator",0,0,0,0,,
1024,3,CsMap,69,"MRCAT-PV",0,0,0,0,,
1024,3,OGC,0,"Popular Visualisation Pseudo Mercator",0,0,0,0,,
1024,3,OCR,0,"Popular Visualisation Pseudo Mercator",0,0,0,0,,
1051,3,EPSG,1051,"Lambert Conic Conformal (2SP Michigan)",0,0,0,0,,
1051,3,Autodesk,0,"Lambert Conformal Conic, Michigan Variation",0,0,0,0,,
1051,3,CsMap,70,"LM-MICH",0,0,0,0,,
1051,3,OGC,0,"Lambert_Conformal_Conic_2SP_Michigan",0,0,0,0,,
1051,3,OCR,0,"Lambert_Conformal_Conic_2SP_Michigan",0,0,0,0,,
9801,3,EPSG,9801,"Lambert Conic Conformal (1SP)",0,0,0,0,,
9801,3,ESRI,0,"Lambert_Conformal_Conic",0,0,0,0,,
9801,3,ESRI,0,"Lambert Conformal Conic",0,1,0,0,,
9801,3,Oracle,0,"Lambert Conformal Conic",1,0,0,0,,
9801,3,Autodesk,0,"Lambert Conformal Conic, Single Standard Parallel",0,0,0,0,,
9801,3,CsMap,36,"LM1SP",0,0,0,0,,
9801,3,OGC,0,"Lambert_Conformal_Conic_1SP",0,0,0,0,,
9801,3,OCR,0,"Lambert_Conformal_Conic_1SP",0,0,0,0,,
9801,3,GeoTiff,0,"CT_LambertConfConic_1SP",0,0,0,0,,
9801,3,GeoTools,0,"Lambert_Conic_Conformal_1SP",0,0,0,0,,
9801,3,Oracle9,0,"Lambert Conformal Conic",0,0,0,0,,
9802,3,EPSG,9802,"Lambert Conic Conformal (2SP)",0,0,0,0,,
9802,3,EPSG,9802,"LCC",0,1,0,0,,
9802,3,EPSG,9802,"LM",0,1,0,0,,
9802,3,ESRI,0,"Lambert_Conformal_Conic",1,0,0,0,,
9802,3,ESRI,0,"Lambert Conformal Conic",1,1,0,0,,
9802,3,ESRI,0,"LCC",0,1,0,0,,
9802,3,ESRI,0,"LM",0,1,0,0,,
9802,3,Oracle,0,"Lambert Conformal Conic",2,0,0,0,,
9802,3,Oracle,0,"LCC",0,1,0,0,,
9802,3,Oracle,0,"LM",0,1,0,0,,
9802,3,Autodesk,0,"Lambert Conformal Conic, Two Standard Parallels",0,0,0,0,,
9802,3,Autodesk,0,"LCC",0,1,0,0,,
9802,3,Autodesk,0,"LM",0,1,0,0,,
9802,3,CsMap,37,"LM",0,0,0,0,,
9802,3,OGC,0,"Lambert_Conformal_Conic_2SP",0,0,0,0,,
9802,3,OGC,0,"LCC",0,1,0,0,,
9802,3,OGC,0,"LM",0,1,0,0,,
9802,3,OCR,0,"Lambert_Conformal_Conic_2SP",0,0,0,0,,
9802,3,OCR,0,"LCC",0,1,0,0,,
9802,3,OCR,0,"LM",0,1,0,0,,
9802,3,GeoTiff,0,"CT_LambertConfConic_2SP",0,0,0,0,,
9802,3,GeoTiff,0,"LCC",0,1,0,0,,
9802,3,GeoTiff,0,"LM",0,1,0,0,,
9802,3,GeoTools,0,"Lambert_Conformal_Conic_2SP",0,0,0,0,,
9802,3,GeoTools,0,"LCC",0,1,0,0,,
9802,3,GeoTools,0,"LM",0,1,0,0,,
9802,3,Oracle9,0,"Lambert Conformal Conic",1,0,0,0,,
9802,3,Oracle9,0,"LCC",0,1,0,0,,
9802,3,Oracle9,0,"LM",0,1,0,0,,
9803,3,EPSG,9803,"Lambert Conic Conformal (2SP Belgium)",0,0,0,0,,
9803,3,Oracle,0,"Lambert Conformal Conic (Belgium 1972)",0,0,0,0,,
9803,3,Autodesk,0,"Lambert Conformal Conic, Belgian Variation",0,0,0,0,,
9803,3,CsMap,38,"LMBLGN",0,0,0,0,,
9803,3,OGC,0,"Lambert_Conformal_Conic_2SP_Belgium",0,0,0,0,,
9803,3,OCR,0,"Lambert_Conformal_Conic_2SP_Belgium",0,0,0,0,,
9803,3,GeoTools,0,"Lambert_Conic_Conformal_2SP_Belgium",0,0,0,0,,
9803,3,Oracle9,0,"Lambert Conformal Conic (Belgium 1972)",0,0,0,0,,
9804,3,EPSG,9804,"Mercator (1SP)",0,0,0,0,,
9804,3,Autodesk,0,"Mercator Cylindrical with Scale Reduction",0,0,0,0,,
9804,3,CsMap,49,"MRCATK",0,0,0,0,,
9804,3,OGC,0,"Mercator_1SP",0,0,0,0,,
9804,3,OCR,0,"Mercator_1SP",0,0,0,0,,
9804,3,OCR,0,"Mercator Cylindrical Projection with Scale Reduction",0,1,0,0,,
9804,3,GeoTools,0,"Mercator_1SP",0,0,0,0,,
9805,3,EPSG,9805,"Mercator (2SP)",0,0,0,0,,
9805,3,ESRI,0,"Mercator",0,0,0,0,,
9805,3,Oracle,0,"Mercator",0,0,0,0,,
9805,3,Autodesk,0,"Mercator Cylindrical with Standard Parallel",0,0,0,0,,
9805,3,CsMap,6,"MRCAT",0,0,0,0,,
9805,3,OGC,0,"Mercator_2SP",0,0,0,0,,
9805,3,OCR,0,"Mercator_2SP",0,0,0,0,,
9805,3,GeoTiff,0,"CT_Mercator",0,0,0,0,,
9805,3,GeoTools,0,"Mercator_2SP",0,0,0,0,,
9805,3,Oracle9,0,"Mercator",0,0,0,0,,
9806,3,EPSG,9806,"Cassini-Soldner",0,0,0,0,,
9806,3,ESRI,0,"Cassini",0,0,0,0,,
9806,3,Oracle,0,"Cassini",0,0,0,0,,
9806,3,Autodesk,0,"Cassini",0,0,0,0,,
9806,3,CsMap,22,"CASSINI",0,0,0,0,,
